person,trial,id,found,difficulty,common,x,y,class
1,3,15,9,easy,A,-0.11744971,-0.40703605,A
1,3,11,10,easy,A,0.29738438,0.39290346,A
1,3,2,11,easy,A,0.00961631,0.41903293,A
1,3,13,12,easy,A,-0.00581632,0.24974068,A
1,4,6,1,easy,A,-0.41518272,0.15073057,A
1,4,13,2,easy,A,-0.11213652,0.00934932,A
1,4,7,3,easy,A,-0.28480366,-0.17527562,A
1,4,1,4,easy,A,0.20010979,0.41742888,A
1,4,9,5,easy,A,-0.10052813,-0.38018191,A
1,4,17,6,easy,A,-0.41025999,-0.35706668,B
1,4,18,7,easy,A,-0.08218017,0.22772416,B
1,4,19,8,easy,A,0.01671576,0.04481252,B
1,4,20,9,easy,A,0.10547689,-0.15035992,B
1,4,16,10,easy,A,0.29447953,0.39809634,B
1,4,11,11,easy,A,0.09132774,0.4290194,A
1,4,5,12,easy,A,-0.10148425,0.3729441,A
1,5,12,1,easy,A,-0.11675321,-0.04868136,A
1,5,1,2,easy,A,0.01855679,-0.2147587,A
1,5,7,3,easy,A,-0.10560606,-0.35327248,A
1,5,10,4,easy,A,-0.01689,-0.40701238,A
1,5,6,5,easy,A,0.19365363,-0.00779824,A
1,5,3,6,easy,A,0.20483064,0.19605365,A
1,5,13,7,easy,A,0.08848532,0.17710598,A
1,5,2,8,easy,A,-0.11599767,0.15578124,A
1,5,9,9,easy,A,-0.2158622,0.03599356,A
1,5,14,10,easy,A,-0.20809738,0.23603575,A
1,5,11,11,easy,A,-0.41468183,0.21681502,A
1,5,15,12,easy,A,-0.01028687,0.22017865,A
1,5,16,13,easy,A,0.01649298,0.3501219,B
1,5,8,14,easy,A,-0.40219025,0.39772053,A
1,5,4,15,easy,A,-0.38205613,-0.1631601,A
1,5,5,16,easy,A,0.28958605,-0.44373753,A
1,5,20,17,easy,A,0.08195911,-0.21463029,B
1,5,19,18,easy,A,-0.28893167,-0.37033747,B
1,1,7,1,easy,AB,-0.00673557,0.00990652,A
1,1,10,2,easy,AB,0.29083932,-0.03714527,A
1,1,1,3,easy,AB,-0.08864025,0.17491325,A
1,1,13,4,easy,AB,-0.38881435,0.19407405,B
1,1,5,5,easy,AB,-0.29153145,0.42774119,A
1,1,11,6,easy,AB,0.20505067,0.43658563,B
1,1,9,7,easy,AB,-0.01101698,-0.16572141,A
1,1,6,8,easy,AB,-0.19907751,-0.37123879,A
1,1,3,9,easy,AB,-0.08616617,-0.37854508,A
1,1,4,10,easy,AB,0.18049312,-0.43849974,A
1,1,2,11,easy,AB,0.31759839,-0.39236467,A
1,1,8,12,easy,AB,-0.29443802,-0.36760936,A
1,1,17,13,easy,AB,0.09411869,-0.15530903,B
1,1,18,14,easy,AB,0.10781494,-0.04785634,B
1,2,2,1,easy,AB,-0.0154769,-0.02773356,A
1,2,3,2,easy,AB,-0.08560756,-0.03070043,A
1,2,4,3,easy,AB,0.09005859,-0.0016875,A
1,2,1,4,easy,AB,0.18416637,-0.01255748,A
1,2,13,5,easy,AB,0.31575577,0.00891256,B
1,2,7,6,easy,AB,0.31832283,-0.16691179,A
1,2,10,7,easy,AB,0.18921712,0.19935626,A
1,2,6,8,easy,AB,-0.18104678,0.36035707,A
1,2,12,9,easy,AB,-0.29913619,0.20527452,B
1,2,11,10,easy,AB,-0.38419621,-0.04657243,B
1,2,8,11,easy,AB,-0.10643816,-0.22640234,A
1,2,9,12,easy,AB,0.11378509,-0.23164093,A
1,2,15,13,easy,AB,0.19787597,-0.22030412,B
1,2,14,14,easy,AB,0.28456502,-0.42271808,B
1,2,5,15,easy,AB,-0.40314332,-0.41620964,A
1,2,17,16,easy,AB,-0.00720392,-0.22741934,B
1,2,18,17,easy,AB,-0.29650231,-0.41836046,B
1,2,19,18,easy,AB,0.01104815,-0.3547356,B
1,3,8,1,easy,AB,-0.1148846,-0.03983383,A
1,3,1,2,easy,AB,0.10593308,0.17231531,A
1,3,13,3,easy,AB,0.19418398,0.15584458,B
1,3,4,4,easy,AB,0.01976729,0.18305861,A
1,3,10,5,easy,AB,-0.21738777,0.43721764,A
1,3,17,6,easy,AB,0.21373412,0.35281143,B
1,3,6,7,easy,AB,0.30929195,0.41371646,A
1,3,12,8,easy,AB,0.29378834,-0.04368345,B
1,3,16,9,easy,AB,0.30237734,-0.15685458,B
1,3,20,10,easy,AB,-0.01725206,-0.22357339,B
1,3,18,11,easy,AB,0.10389644,-0.39169074,B
1,3,3,12,easy,AB,0.19867053,-0.35249889,A
1,3,5,13,easy,AB,-0.39705848,-0.40197749,A
1,3,2,14,easy,AB,-0.00804468,-0.38345054,A
1,3,19,15,easy,AB,-0.28547144,0.015252,B
1,3,11,16,easy,AB,-0.40031031,0.18354272,B
1,4,5,1,easy,AB,0.01530156,-0.02012123,A
1,4,8,2,easy,AB,0.19195662,0.21709544,A
1,4,3,3,easy,AB,-0.38446872,0.01530031,A
1,4,9,4,easy,AB,-0.31380181,0.38253873,A
1,4,2,5,easy,AB,-0.10611939,-0.23386597,A
1,4,1,6,easy,AB,-0.18389936,-0.1849142,A
1,4,7,7,easy,AB,0.20050796,-0.39274152,A
1,4,17,8,easy,AB,0.30926602,-0.18818106,B
1,4,10,9,easy,AB,0.21460094,0.42654652,A
1,4,4,10,easy,AB,0.01227678,0.41607092,A
1,4,20,11,easy,AB,-0.10019014,0.38724602,B
1,4,14,12,easy,AB,-0.30016053,-0.19786411,B
1,4,16,13,easy,AB,0.20842643,-0.20840346,B
1,4,19,14,easy,AB,0.11200082,-0.40885437,B
1,4,18,15,easy,AB,0.01673121,-0.43061528,B
1,5,19,1,easy,AB,0.28252305,0.21939532,B
1,5,10,2,easy,AB,0.10059234,0.23605267,A
1,5,7,3,easy,AB,-0.18724642,0.40534404,A
1,5,14,4,easy,AB,-0.01997163,0.4090703,B
1,5,2,5,easy,AB,-0.18698812,-0.36472401,A
1,5,5,6,easy,AB,0.29034985,-0.42060957,A
1,5,1,7,easy,AB,-0.1160591,-0.37671167,A
1,5,11,8,easy,AB,-0.10232035,-0.04065918,B
1,5,9,9,easy,AB,-0.3079933,0.23026836,A
1,5,13,10,easy,AB,0.21787132,0.4245011,B
1,5,18,11,easy,AB,0.08771954,-0.01157941,B
1,5,17,12,easy,AB,0.18400373,0.17518976,B
1,5,12,13,easy,AB,-0.41197941,-0.24846499,B
1,5,15,14,easy,AB,-0.01500311,-0.4025506,B
1,5,20,15,easy,AB,-0.30794269,-0.22166912,B
1,1,3,1,easy,B,-0.20704377,0.40432864,A
1,1,4,2,easy,B,-0.19816024,0.04840578,A
1,1,12,3,easy,B,0.21371978,0.35251076,B
1,1,2,4,easy,B,-0.40938987,0.4337625,A
1,1,14,5,easy,B,-0.09350153,0.44123322,B
1,1,5,6,easy,B,0.20540667,0.0180123,A
1,1,9,7,easy,B,0.1887888,0.24594265,B
1,1,7,8,easy,B,0.30724653,-0.15772196,B
1,1,1,9,easy,B,-0.28635665,-0.37290242,A
1,1,20,10,easy,B,-0.38989424,-0.03840146,B
1,1,8,11,easy,B,-0.29328557,0.20696907,B
1,1,17,12,easy,B,-0.08121603,0.18333965,B
1,1,19,13,easy,B,-0.10048034,0.01512848,B
1,1,16,14,easy,B,-0.0015245,-0.15778897,B
1,1,15,15,easy,B,0.19706729,-0.23602109,B
1,1,6,16,easy,B,0.21524775,-0.37164702,B
1,1,11,17,easy,B,0.28781116,-0.43167329,B
1,1,10,18,easy,B,0.09909053,-0.37445389,B
1,2,9,1,easy,B,0.10949281,-0.01005909,B
1,2,15,2,easy,B,-0.3132248,0.44115877,B
1,2,1,3,easy,B,-0.21455245,0.4156344,A
1,2,3,4,easy,B,9.8977e-4,0.23280138,A
1,2,6,5,easy,B,-0.31837013,-0.37653897,B
1,2,4,6,easy,B,-0.40085136,0.20982386,A
1,2,7,7,easy,B,-0.09841349,-0.35008187,B
1,2,5,8,easy,B,0.30533971,-0.44995997,A
1,2,12,9,easy,B,0.18166458,-0.22290438,B
1,2,11,10,easy,B,0.28005943,-0.04097057,B
1,2,8,11,easy,B,0.09730183,-0.16700871,B
1,2,10,12,easy,B,-0.10236484,-0.15575649,B
1,2,20,13,easy,B,0.30045663,0.35247629,B
1,2,17,14,easy,B,-0.08233187,0.21341858,B
1,3,1,1,easy,B,0.30343832,0.44521275,A
1,3,4,2,easy,B,0.18883572,0.41534966,A
1,3,3,3,easy,B,0.20371775,0.0280945,A
1,3,15,4,easy,B,0.09914304,0.41035277,B
1,3,2,5,easy,B,-0.38056659,-0.41426363,A
1,3,8,6,easy,B,0.30063716,0.19782263,B
1,3,19,7,easy,B,-0.19082904,0.40810745,B
1,3,9,8,easy,B,-0.0015255,0.4303609,B
1,3,20,9,easy,B,0.01448031,-0.00314477,B
1,4,1,1,easy,B,0.30549385,-0.21800876,A
1,4,15,2,easy,B,0.18743074,-0.37304361,B
1,4,7,3,easy,B,0.11137362,-0.42119577,B
1,4,10,4,easy,B,0.01623546,-0.42942949,B
1,4,4,5,easy,B,-0.4044458,-0.01413515,A
1,4,9,6,easy,B,-0.38076074,0.38414119,B
1,4,2,7,easy,B,-0.00464297,0.41752584,A
1,4,3,8,easy,B,0.11840999,0.35159744,A
1,4,5,9,easy,B,-0.08269572,0.16508951,A
1,4,6,10,easy,B,-0.30247658,0.2188527,B
1,4,14,11,easy,B,-0.1160371,0.04417796,B
1,5,1,1,easy,B,0.08215016,0.42983802,A
1,5,3,2,easy,B,0.00684837,0.3986698,A
1,5,18,3,easy,B,-0.01798777,-0.37056685,B
1,5,20,4,easy,B,-0.28206475,-0.44773664,B
1,5,19,5,easy,B,-0.20455901,-0.15107002,B
1,4,3,1,hard,A,-0.00854481,0.23107059,A
1,4,20,2,hard,A,0.29581665,0.36405234,B
1,4,19,3,hard,A,-0.01014602,-0.41534643,B
1,4,11,4,hard,A,0.31418237,0.0155828,A
1,4,9,5,hard,A,0.0918089,0.03174635,A
1,4,8,6,hard,A,0.08867499,-0.15824008,A
1,4,12,7,hard,A,0.19125387,-0.1527942,A
1,4,5,8,hard,A,0.31158557,-0.3507092,A
1,4,13,9,hard,A,-0.40547146,-0.24482982,A
1,5,7,1,hard,A,0.28080649,-0.04961944,A
1,5,14,2,hard,A,0.31385418,0.1529532,A
1,5,1,3,hard,A,-0.21628436,0.36590304,A
1,5,2,4,hard,A,0.28475456,0.37057928,A
1,5,6,5,hard,A,0.0841425,0.41708781,A
1,5,12,6,hard,A,-0.31985129,0.18151321,A
1,5,4,7,hard,A,-0.214684,0.15875687,A
1,5,13,8,hard,A,-0.2153181,-0.02173901,A
1,5,8,9,hard,A,-0.39131814,-0.35226993,A
1,5,15,10,hard,A,0.09757261,-0.3594894,A
1,5,16,11,hard,A,-0.18726942,-0.2256774,B
1,5,18,12,hard,A,-0.18244623,-0.39609618,B
1,6,12,1,hard,A,-0.10113404,0.01355662,A
1,6,2,2,hard,A,-0.1187913,0.1588361,A
1,6,9,3,hard,A,-0.20687611,-0.02084678,A
1,6,1,4,hard,A,0.01833728,-0.16153951,A
1,6,5,5,hard,A,0.28718411,-0.44769615,A
1,6,4,6,hard,A,-0.39613291,-0.17035509,A
1,6,18,7,hard,A,0.29936749,0.40744359,B
1,6,15,8,hard,A,0.00453348,0.15768573,A
1,7,5,1,hard,A,0.19695728,-0.35411161,A
1,7,9,2,hard,A,0.3081304,-0.40509382,A
1,7,13,3,hard,A,-0.28687079,-0.00986203,A
1,7,14,4,hard,A,0.08535471,-0.24610026,A
1,7,15,5,hard,A,-0.40302001,-0.15956772,A
1,7,7,6,hard,A,0.29832696,-0.21119594,A
1,7,20,7,hard,A,-0.0065330299999999996,-0.37496549,B
1,8,12,1,hard,A,0.08355453,-0.03889467,A
1,8,8,2,hard,A,-0.40389302,-0.19971553,A
1,8,4,3,hard,A,-0.41435574,0.04075285,A
1,8,3,4,hard,A,0.10346524,0.42986545,A
1,8,2,5,hard,A,-0.01584568,0.41499162,A
1,8,9,6,hard,A,-0.41212109,0.37354399,A
1,8,11,7,hard,A,0.30538616,0.00697489,A
1,8,19,8,hard,A,0.21985513,0.02206856,B
1,8,1,9,hard,A,0.31418864,-0.19458896,A
1,8,13,10,hard,A,0.21302719,-0.16693373,A
1,8,7,11,hard,A,0.11828084,-0.42933462,A
1,8,15,12,hard,A,0.19755999,-0.36924106,A
1,8,16,13,hard,A,-0.31177248,-0.03839917,B
1,1,6,1,hard,AB,-0.1970682,0.00662542,A
1,1,10,2,hard,AB,-0.41775937,0.40540614,A
1,1,19,3,hard,AB,-0.00470815,0.43118187,B
1,1,20,4,hard,AB,0.10414838,-0.22238217,B
1,1,2,5,hard,AB,-0.20087124,-0.23128224,A
1,1,12,6,hard,AB,-0.10903071,-0.23480537,B
1,1,11,7,hard,AB,-0.29440765,0.0433269,B
1,1,4,8,hard,AB,-0.11627835,0.43384238,A
1,2,8,1,hard,AB,0.00211839,-0.40133865,A
1,2,10,2,hard,AB,-0.08591173,-0.36437246,A
1,2,16,3,hard,AB,-0.39893293,-0.24575339,B
1,2,13,4,hard,AB,0.01060186,0.43598204,B
1,2,20,5,hard,AB,0.10097924,0.40651441,B
1,2,3,6,hard,AB,0.28482134,-0.04880347,A
1,2,1,7,hard,AB,0.19923091,-0.15704236,A
1,2,19,8,hard,AB,0.00689713,-0.01797005,B
1,2,14,9,hard,AB,0.21640983,0.19014496,B
1,2,6,10,hard,AB,0.28034042,-0.21542,A
1,2,2,11,hard,AB,0.08549706,0.01622334,A
1,2,4,12,hard,AB,-0.29537927,-0.17106709,A
1,2,9,13,hard,AB,-0.11879424,-0.18451016,A
1,2,15,14,hard,AB,0.19840695,-0.42339734,B
1,3,4,1,hard,AB,-0.40286067,0.20631795,A
1,3,6,2,hard,AB,-0.20111108,0.41934781,A
1,3,11,3,hard,AB,-0.01825711,0.43795958,B
1,3,1,4,hard,AB,0.11671641,0.43154477,A
1,3,16,5,hard,AB,0.31774421,0.38961129,B
1,3,3,6,hard,AB,0.00334105,0.17763611,A
1,3,8,7,hard,AB,-0.40294681,0.41768137,A
1,3,2,8,hard,AB,-0.31918216,-0.21494216,A
1,3,19,9,hard,AB,-0.00450408,-0.23262905,B
1,3,7,10,hard,AB,0.09118881,-0.15982853,A
1,3,13,11,hard,AB,0.20101145,-0.15881316,B
1,3,10,12,hard,AB,-0.00821614,-0.36423472,A
1,3,9,13,hard,AB,-0.41681139,-0.00514504,A
1,3,14,14,hard,AB,-0.19516551,-0.23447011,B
1,4,9,1,hard,AB,-0.09065286,-0.360358,A
1,4,12,2,hard,AB,-0.28617879,-0.36224474,B
1,4,2,3,hard,AB,0.29379352,0.22485059,A
1,4,1,4,hard,AB,-0.09985991,0.24626277,A
1,4,16,5,hard,AB,0.29405769,0.03264147,B
1,4,4,6,hard,AB,0.29841159,-0.17271832,A
1,4,15,7,hard,AB,-0.30421809,-0.02099875,B
1,4,5,8,hard,AB,0.28703650000000003,0.35287327,A
1,4,7,9,hard,AB,-0.08653774,0.37820611,A
1,4,18,10,hard,AB,-0.38592687,0.43208125,B
1,4,11,11,hard,AB,0.18088165,-0.40351789,B
1,4,8,12,hard,AB,0.109844,-0.43449746,A
1,5,10,1,hard,AB,0.08875724,-0.16527034,A
1,5,4,2,hard,AB,-0.38151427,0.18947895,A
1,5,9,3,hard,AB,-0.09980098,0.18581596,A
1,5,8,4,hard,AB,-0.30532606,0.01720767,A
1,5,7,5,hard,AB,-0.30105912,-0.17003102,A
1,5,5,6,hard,AB,0.10805547,-0.00149286,A
1,5,1,7,hard,AB,-0.20007816,0.18780315,A
1,2,14,1,hard,B,-0.2190989,-0.42215086,B
1,2,7,2,hard,B,0.08417415,-0.40607302,B
1,2,5,3,hard,B,0.11499008,0.03157133,A
1,2,1,4,hard,B,-0.00928024,-0.16619245,A
1,2,3,5,hard,B,-0.31833247,-0.16056954,A
1,2,4,6,hard,B,-0.19068601,0.39285217,A
1,2,8,7,hard,B,0.31325628,0.38413504,B
1,2,9,8,hard,B,0.30202161,-0.40330928,B
1,2,2,9,hard,B,-0.18736862,-0.03244079,A
1,2,6,10,hard,B,0.089711,0.43673007,B
1,4,9,1,hard,B,0.18438156,-0.39068561,B
1,4,15,2,hard,B,0.1128428,-0.37974218,B
1,4,18,3,hard,B,-0.21344688,-0.43667425,B
1,4,5,4,hard,B,-0.11875683,-0.40093035,A
1,4,3,5,hard,B,-0.09140087,-0.15253759,A
1,4,11,6,hard,B,0.08366727,-0.01594336,B
1,4,7,7,hard,B,0.30398354,0.0011392,B
1,4,20,8,hard,B,0.30035421,-0.41758123,B
1,4,12,9,hard,B,-0.29766987,0.21278442,B
1,4,4,10,hard,B,-0.19548033,0.2130346,A
1,4,16,11,hard,B,-0.19602283,-0.19464886,B
1,5,3,1,hard,B,0.19875045,-0.01108062,A
1,5,7,2,hard,B,-0.00123005,0.44020723,B
1,5,19,3,hard,B,0.11094198,0.44920243,B
1,5,11,4,hard,B,-0.01080064,0.17184691,B
1,5,2,5,hard,B,-0.40832308,0.21731585,A
1,5,9,6,hard,B,-0.29403244,0.44104605,B
1,5,17,7,hard,B,-0.21186851,-0.03539307,B
1,5,1,8,hard,B,-0.08870736,-0.17573444,A
1,5,6,9,hard,B,0.20095293,-0.40425881,B
1,5,8,10,hard,B,0.30459199,-0.44714455,B
1,5,18,11,hard,B,0.08654246,-0.21675261,B
1,5,5,12,hard,B,-0.08962976,0.00262138,A
1,5,16,13,hard,B,0.21428424,0.22915768,B
1,5,15,14,hard,B,0.30510661,-0.21859582,B
1,5,4,15,hard,B,0.28955369,0.01917507,A
1,7,7,1,hard,B,-0.08587306,0.1767355,B
1,7,1,2,hard,B,0.08135386,0.19844778,A
1,7,4,3,hard,B,0.00724798,0.18537017,A
1,7,9,4,hard,B,-0.29597596,0.16235871,B
1,7,2,5,hard,B,0.00140454,-0.35992371,A
1,7,5,6,hard,B,-0.41754283,-0.40661078,A
1,7,3,7,hard,B,0.2094824,-0.3820534,A
1,7,18,8,hard,B,0.10037848,-0.36686231,B
1,7,20,9,hard,B,0.01901119,-0.19303726,B
1,7,16,10,hard,B,0.31004636,-0.19690463,B
1,7,12,11,hard,B,0.28913863,-0.02747424,B
1,7,8,12,hard,B,-0.11813852,0.0200507,B
1,7,6,13,hard,B,0.30716342,0.38553173,B
1,7,17,14,hard,B,0.1848228,0.42219231,B
1,7,10,15,hard,B,-0.19820463,0.42751391,B
1,8,14,1,hard,B,0.09721351,-0.17746675,B
1,8,1,2,hard,B,-0.11377425,0.227905,A
1,8,5,3,hard,B,0.31978668,0.43499961,A
1,8,4,4,hard,B,0.31935585,-0.17988641,A
1,8,20,5,hard,B,-0.40801676,-0.19519467,B
1,8,3,6,hard,B,-0.41414518,-0.41605586,A
1,8,12,7,hard,B,-0.29562986,-0.40162208,B
2,1,5,1,easy,A,-0.19334792,0.37855759,A
2,1,8,2,easy,A,0.31247686,0.39376378,A
2,1,3,3,easy,A,0.01738588,0.2454117,A
2,1,6,4,easy,A,0.0902252,0.16130171,A
2,1,1,5,easy,A,0.29004772,0.15152085,A
2,1,4,6,easy,A,0.21182907,0.0102547,A
2,1,2,7,easy,A,0.08050492,-0.03949161,A
2,1,10,8,easy,A,0.20111931,-0.1706118,A
2,1,13,9,easy,A,0.28333861,-0.23191488,A
2,1,9,10,easy,A,0.00528184,-0.17344947,A
2,1,14,11,easy,A,0.30335825,-0.44188011,A
2,1,12,12,easy,A,-0.28917922,0.00553347,A
2,1,15,13,easy,A,-0.29585184,0.17240991,A
2,1,11,14,easy,A,-0.38674792,0.18805567,A
2,1,7,15,easy,A,-0.3871005,-0.38502704,A
2,1,19,16,easy,A,-0.28917117,-0.36887103,B
2,1,17,17,easy,A,-0.29931077,-0.21276017,B
2,1,20,18,easy,A,-0.19051604,-0.0337315,B
2,2,15,1,easy,A,-0.11922322,0.43834331,A
2,2,12,2,easy,A,-0.1157194,0.21874265,A
2,2,10,3,easy,A,-0.01892749,0.35681927,A
2,2,9,4,easy,A,0.11106733,0.41070409,A
2,2,14,5,easy,A,0.08368563,0.20586414,A
2,2,8,6,easy,A,0.08703161,0.02922318,A
2,2,6,7,easy,A,0.28576186,0.03887496,A
2,2,13,8,easy,A,0.30116777,-0.15845923,A
2,2,11,9,easy,A,0.20939951,-0.24845477,A
2,2,3,10,easy,A,0.09574053,-0.44431588,A
2,2,5,11,easy,A,-0.11966137,-0.37568951,A
2,2,4,12,easy,A,-0.20847677,-0.42927878,A
2,2,7,13,easy,A,-0.38476531,-0.2236338,A
2,2,2,14,easy,A,-0.29819143,-0.21324003,A
2,2,18,15,easy,A,-0.11203054,-0.17846307,B
2,2,1,16,easy,A,-0.39889246,0.03060094,A
2,2,20,17,easy,A,-0.30406211,0.19127089,B
2,2,17,18,easy,A,0.20976106,0.24281058,B
2,2,16,19,easy,A,0.30480899,0.38943069,B
2,2,19,20,easy,A,0.18461498,0.42185049,B
2,3,2,1,easy,A,-0.39193855,0.35228275,A
2,3,3,2,easy,A,-0.20631695,0.37301258,A
2,3,14,3,easy,A,-0.11341775,0.41664541,A
2,3,12,4,easy,A,0.18110081,0.38405681,A
2,3,9,5,easy,A,0.21780772,0.23382343,A
2,3,5,6,easy,A,0.20470203,0.01969912,A
2,3,15,7,easy,A,0.1847386,-0.17096035,A
2,3,7,8,easy,A,0.29159228,-0.20857017,A
2,3,11,9,easy,A,0.31019245,-0.41813364,A
2,3,6,10,easy,A,0.21912578,-0.41592956,A
2,3,10,11,easy,A,0.11777122,-0.41046077,A
2,3,13,12,easy,A,-0.21270363,-0.42679554,A
2,3,1,13,easy,A,-0.31214175,-0.41742057,A
2,3,16,14,easy,A,0.00565801,-0.16318625,B
2,3,4,15,easy,A,-0.19338953,0.01605849,A
2,3,19,16,easy,A,-0.08405115,0.0160514,B
2,3,17,17,easy,A,-0.0982374,0.15470698,B
2,3,8,18,easy,A,-0.31315648,0.18135475,A
2,3,20,19,easy,A,-0.3933327,-0.02381358,B
2,3,18,20,easy,A,0.09107728,0.39875079,B
2,4,9,1,easy,A,-0.31349173,0.23395444,A
2,4,7,2,easy,A,-0.19554576,0.42297047,A
2,4,14,3,easy,A,-6.4049e-4,0.40009163,A
2,4,6,4,easy,A,0.11372251,0.43221216,A
2,4,13,5,easy,A,0.21727115,0.39843378,A
2,4,10,6,easy,A,0.09532365,0.19720786,A
2,4,17,7,easy,A,0.19620276,0.22074729,B
2,4,19,8,easy,A,0.30852462,0.24073292,B
2,4,11,9,easy,A,-0.10227756,-0.01191341,A
2,4,4,10,easy,A,-0.19790332,0.01172725,A
2,4,18,11,easy,A,0.09355359,-0.03194563,B
2,4,16,12,easy,A,0.08313569,-0.15167551,B
2,4,8,13,easy,A,-0.08569569,-0.21196893,A
2,4,15,14,easy,A,0.00550496,-0.35276669,A
2,4,1,15,easy,A,-0.10160685,-0.37732575,A
2,4,2,16,easy,A,-0.19839548,-0.41285891,A
2,4,3,17,easy,A,0.107341,-0.36729324,A
2,4,5,18,easy,A,0.29278171,-0.36651968,A
2,4,20,19,easy,A,-0.31152302,-0.16162771,B
2,4,12,20,easy,A,-0.38185177,-0.19137493,A
2,5,11,1,easy,A,-0.39784816,0.35043348,A
2,5,7,2,easy,A,-0.403359,0.24737677,A
2,5,19,3,easy,A,-0.21091129,0.41678366,B
2,5,9,4,easy,A,-0.01918212,0.3694845,A
2,5,15,5,easy,A,0.09575383,0.39360219,A
2,5,4,6,easy,A,0.1800802,0.43986584,A
2,5,1,7,easy,A,0.28236786,0.40787238,A
2,5,12,8,easy,A,0.08824965,0.15449616,A
2,5,8,9,easy,A,0.30753088,0.17940762,A
2,5,3,10,easy,A,0.21017385,0.01090672,A
2,5,17,11,easy,A,-0.08143642,0.03179068,B
2,5,16,12,easy,A,-0.2978305,-0.02886984,B
2,5,13,13,easy,A,-0.40225451,0.02811003,A
2,5,20,14,easy,A,-0.01889199,-0.04500971,B
2,5,6,15,easy,A,-0.08073469,-0.18654845,A
2,5,18,16,easy,A,0.2832106,-0.20469622,B
2,5,10,17,easy,A,0.31771424,-0.43066805,A
2,5,14,18,easy,A,-0.31270144,-0.44406291,A
2,5,2,19,easy,A,-0.39681638,-0.39382716,A
2,5,5,20,easy,A,-0.29532125,-0.18360999,A
2,2,3,1,easy,AB,-0.00599658,0.42220164,A
2,2,1,2,easy,AB,0.09760391,0.37813335,A
2,2,12,3,easy,AB,0.29297629,0.35720965,B
2,2,5,4,easy,AB,0.21753596,0.19377601,A
2,2,8,5,easy,AB,-0.20991589,0.18489249,A
2,2,10,6,easy,AB,-0.29983432,0.23001443,A
2,2,16,7,easy,AB,-0.3973046,-0.02107238,B
2,2,17,8,easy,AB,-0.19009687,0.01261372,B
2,2,13,9,easy,AB,0.009905,0.01647057,B
2,2,9,10,easy,AB,0.09798444,-0.00425939,A
2,2,4,11,easy,AB,0.29397372,0.02079187,A
2,2,15,12,easy,AB,0.21414817,-0.20188304,B
2,2,7,13,easy,AB,-0.09057232,-0.18243924,A
2,2,14,14,easy,AB,-0.29034385,-0.15643483,B
2,2,19,15,easy,AB,-0.19763117,-0.21843833000000001,B
2,3,5,1,easy,AB,-0.38202251,0.38605085,A
2,3,4,2,easy,AB,0.1911752,0.41646119,A
2,3,3,3,easy,AB,0.29887043,0.35362105,A
2,3,12,4,easy,AB,-0.30236568,0.24436888,B
2,3,13,5,easy,AB,-0.00128405,0.16846522,B
2,3,1,6,easy,AB,0.09463358,0.18578771,A
