difficulty,common,person,trial,id,x,y,class
hard,AB,2,3,15,-0.39598115,-0.16276508,B
hard,AB,2,3,16,-0.21116383,-0.3633296,B
hard,AB,2,3,17,0.29924595,0.43287007,B
hard,AB,2,3,18,-0.30571648,0.2029564,B
hard,AB,2,3,19,-0.19899341,0.36349757,B
hard,AB,2,3,20,0.01984845,-0.38230457,B
hard,AB,2,4,1,-0.10080929,-0.40140261,A
hard,AB,2,4,2,-0.21590586,-0.40417019,A
hard,AB,2,4,3,0.08387207,-0.38109781,A
hard,AB,2,4,4,-0.21433234,0.0063412,A
hard,AB,2,4,5,0.28034563,-0.36628971,A
hard,AB,2,4,6,0.10601656,0.41245406,A
hard,AB,2,4,7,-0.1999773,0.36167167,A
hard,AB,2,4,8,-0.10101167,-0.19174127,A
hard,AB,2,4,9,-0.3014227,0.22453133,A
hard,AB,2,4,10,0.09721054,0.16787927,A
hard,AB,2,4,11,-0.083787,-0.00810613,B
hard,AB,2,4,12,-0.41359043,-0.24156921,B
hard,AB,2,4,13,0.18402801,0.36351314,B
hard,AB,2,4,14,-0.00317254,0.43356937,B
hard,AB,2,4,15,0.00469958,-0.36378319,B
hard,AB,2,4,16,0.08777517,-0.23048264,B
hard,AB,2,4,17,0.19592098,0.24031046,B
hard,AB,2,4,18,0.11237697,0.04578659,B
hard,AB,2,4,19,0.30639476,0.24359902,B
hard,AB,2,4,20,-0.28819803,-0.21664659,B
hard,AB,2,5,1,0.18432439,0.35229468,A
hard,AB,2,5,2,-0.38646864,0.40045271,A
hard,AB,2,5,3,0.28187527,0.19366233,A
hard,AB,2,5,4,-0.11215903,-0.23054499,A
hard,AB,2,5,5,-0.11803566,0.4106513,A
hard,AB,2,5,6,-0.40702144,0.1983179,A
hard,AB,2,5,7,-0.31039681,-0.16026709,A
hard,AB,2,5,8,0.31119762,-0.40334473,A
hard,AB,2,5,9,-0.08152776,-0.4354605,A
hard,AB,2,5,10,0.11854843,0.19085211,A
hard,AB,2,5,11,0.10929197,0.42344852,B
hard,AB,2,5,12,0.01907377,-0.37074327,B
hard,AB,2,5,13,-0.08123221,-1.1943e-4,B
hard,AB,2,5,14,-0.31639974,0.41930678,B
hard,AB,2,5,15,0.28755757,-0.20979626,B
hard,AB,2,5,16,0.29381546,0.4452306,B
hard,AB,2,5,17,-0.38242806,-0.40438279,B
hard,AB,2,5,18,-0.0932377,0.19162881,B
hard,AB,2,5,19,-5.6825e-4,0.03070173,B
hard,AB,2,5,20,0.09462692,-0.18019179,B
hard,B,2,2,1,-0.09941121,0.22011197,A
hard,B,2,2,2,0.29392249,0.2029634,A
hard,B,2,2,3,-0.40122711,-0.42009731,A
hard,B,2,2,4,0.29060719,-0.2405434,A
hard,B,2,2,5,0.29440601,0.36333897,A
hard,B,2,2,6,-0.28824359,-0.18018922,B
hard,B,2,2,7,-0.11381711,0.42020717,B
hard,B,2,2,8,0.088775,-0.35620712,B
hard,B,2,2,9,-0.09123339,-0.35870076,B
hard,B,2,2,10,0.20260143,0.00633579,B
hard,B,2,2,11,0.20223871,-0.36416519,B
hard,B,2,2,12,-0.28027917,-0.44024593,B
hard,B,2,2,13,-0.20688865,0.00646859,B
hard,B,2,2,14,0.11653824,-0.20347894,B
hard,B,2,2,15,-0.31808162,-0.03301771,B
hard,B,2,2,16,0.28078281,0.00235563,B
hard,B,2,2,17,-0.21280295,-0.17565461,B
hard,B,2,2,18,-0.3865056,0.44483526,B
hard,B,2,2,19,0.10866252,-0.04203571,B
hard,B,2,2,20,-0.39178042,-0.17857876,B
hard,B,2,3,1,-0.09062305,-0.16669113,A
hard,B,2,3,2,-0.39817576,0.21572912,A
hard,B,2,3,3,0.18203355,-0.04800893,A
hard,B,2,3,4,0.30909932,0.02020907,A
hard,B,2,3,5,-0.10934911,0.0443143,A
hard,B,2,3,6,0.1985494,-0.38950368,B
hard,B,2,3,7,-0.01790545,0.44890959,B
hard,B,2,3,8,0.29432217,-0.42158197,B
hard,B,2,3,9,-0.30730938,0.41318154,B
hard,B,2,3,10,-0.38330936,-0.03517842,B
hard,B,2,3,11,0.01763344,0.15797106,B
hard,B,2,3,12,0.19570926,0.40529888,B
hard,B,2,3,13,-0.38453487,-0.36891702,B
hard,B,2,3,14,0.31065086,0.35717943,B
hard,B,2,3,15,0.31306512,-0.19050797,B
hard,B,2,3,16,0.1902853,0.17841932,B
hard,B,2,3,17,-0.21061369,-0.0224042,B
hard,B,2,3,18,0.11511134,-0.17781221,B
hard,B,2,3,19,0.10536998,0.39661179,B
hard,B,2,3,20,-0.21880155,-0.35887252,B
hard,B,2,4,1,-0.30063797,0.1635285,A
hard,B,2,4,2,-0.0016249,0.16533705,A
hard,B,2,4,3,-0.38129864,-0.2256855,A
hard,B,2,4,4,0.08812634,-0.39036516,A
hard,B,2,4,5,-0.2123503,-0.17255556,A
hard,B,2,4,6,0.10918146,0.42165838,B
hard,B,2,4,7,0.01006,0.36536926,B
hard,B,2,4,8,-0.39186024,0.41146051,B
hard,B,2,4,9,-0.00711043,0.00849579,B
hard,B,2,4,10,-0.38451938,-0.01991854,B
hard,B,2,4,11,0.10596454,-0.19047381,B
hard,B,2,4,12,0.21182699,0.21093272,B
hard,B,2,4,13,-0.0102687,-0.1654298,B
hard,B,2,4,14,-0.29147495,-0.41181128,B
hard,B,2,4,15,-0.00256344,-0.41564114,B
hard,B,2,4,16,0.08977505,0.24707594,B
hard,B,2,4,17,0.31005995,0.36532116,B
hard,B,2,4,18,0.21782424,-0.04123043,B
hard,B,2,4,19,-0.08906188,-0.03613021,B
hard,B,2,4,20,-0.10207604,-0.21360155,B
hard,B,2,5,1,0.31627803,0.43388972,A
hard,B,2,5,2,-0.41692991,-0.44986586,A
hard,B,2,5,3,0.21851005,0.02673313,A
hard,B,2,5,4,0.18760988,0.37896019,A
hard,B,2,5,5,-0.31157087,-0.23411411,A
hard,B,2,5,6,-0.11370089,-0.17392987,B
hard,B,2,5,7,-0.39767375,0.21982815,B
hard,B,2,5,8,0.30506739,0.20263011,B
hard,B,2,5,9,0.01569697,0.37236405,B
hard,B,2,5,10,0.30908818,-0.44643074,B
hard,B,2,5,11,-0.40582584,0.3948146,B
hard,B,2,5,12,0.11756436,0.22449271,B
hard,B,2,5,13,-0.39690907,-0.0134683,B
hard,B,2,5,14,-0.28069873,-0.40201142,B
hard,B,2,5,15,0.09281317,0.40865307,B
hard,B,2,5,16,-0.31874301,0.03607244,B
hard,B,2,5,17,-0.0867947,0.01931773,B
hard,B,2,5,18,0.28349371,-0.19001944,B
hard,B,2,5,19,-0.2015536,0.4311804,B
hard,B,2,5,20,4.6205e-4,-0.04636532,B
hard,B,2,7,1,-0.20451432,-0.20608553,A
hard,B,2,7,2,0.00275615,0.44876692,A
hard,B,2,7,3,-0.11415078,0.37386415,A
hard,B,2,7,4,-0.30451601,0.38064552,A
hard,B,2,7,5,0.1085836,-0.38398576,A
hard,B,2,7,6,0.28835528,0.20242184,B
hard,B,2,7,7,0.29424403,0.38205441,B
hard,B,2,7,8,-0.1056269,-0.18126069,B
hard,B,2,7,9,-0.40664785,-0.19696117,B
hard,B,2,7,10,-0.20182054,0.41331581,B
hard,B,2,7,11,0.20900502,0.38593696,B
hard,B,2,7,12,0.21732492,-0.23440807,B
hard,B,2,7,13,-0.30410688,0.24495647,B
hard,B,2,7,14,-0.41114644,0.04310005,B
hard,B,2,7,15,-0.39146489,-0.38267064,B
hard,B,2,7,16,0.0911291,-0.20039067,B
hard,B,2,7,17,-0.38243152,0.15024092,B
hard,B,2,7,18,-0.2920224,-0.35373153,B
hard,B,2,7,19,-0.00648445,-0.19717742,B
hard,B,2,7,20,0.09072627,0.18113634,B
